"Document 1","Document 2",Similarity,Words1,Words2
520,1561,4.6464095597252E-5,athleisur,achiev
"fashion  Fashion ","football  Football ",,beckham,add
,,,brand,adher
,,,choic,ahead
,,,collect,america
,,,creativ,american
,,,curwen,appear
,,,daniel,ask
,,,david,attend
,,,debut,barcelona
,,,direct,begrudgingli
,,,domin,best
,,,fashion,better
,,,forai,bigger
,,,happen,blossom
,,,heritag,borussia
,,,jersei,brendan
,,,kearn,brightest
,,,kent,bulli
,,,latest,call
,,,launch,campaign
,,,linkup,career
,,,littl,celtic
,,,menswear,ceo
,,,nice,certainli
,,,partnership,challeng
,,,piec,champion
,,,real,chanc
,,,row,chosen
,,,savil,circl
,,,see,citi
,,,sport,click
,,,standout,club
,,,todai,come
,,,vintagelook,comfort
,,,year,comment
,,,,commun
,,,compel
,,,competit
,,,confus
,,,consid
,,,consist
,,,continent
,,,cup
,,,darl
,,,darlington
,,,dead
,,,debat
,,,defenc
,,,defend
,,,despit
,,,didnt
,,,differencemak
,,,dig
,,,dismal
,,,doesnt
,,,eha
,,,especi
,,,exactli
,,,exit
,,,expect
,,,experi
,,,face
,,,fair
,,,fallen
,,,far
,,,fell
,,,find
,,,firm
,,,fit
,,,fresh
,,,friendli
,,,fulfil
,,,futur
,,,game
,,,genuin
,,,glad
,,,glasgow
,,,goal
,,,goalscor
,,,gone
,,,gonzalez
,,,good
,,,got
,,,grant
,,,guest
,,,guidelin
,,,happi
,,,harder
,,,have
,,,head
,,,hear
,,,heart
,,,heel
,,,height
,,,held
,,,help
,,,hoop
,,,immedi
,,,influenc
,,,instinct
,,,intern
,,,invit
,,,irishman
,,,isnt
,,,join
,,,jrgen
,,,jumpingoff
,,,junctur
,,,just
,,,kitchen
,,,klinsmann
,,,know
,,,leagu
,,,leav
,,,left
,,,let
,,,liga
,,,like
,,,link
,,,look
,,,lull
,,,make
,,,man
,,,manchest
,,,match
,,,matchwinn
,,,mean
,,,merritt
,,,midfield
,,,mind
,,,mnchengladbach
,,,month
,,,moot
,,,movement
,,,nagb
,,,nation
,,,necessarili
,,,need
,,,negoti
,,,new
,,,northern
,,,notion
,,,novemb
,,,obviou
,,,octob
,,,offer
,,,offseason
,,,omar
,,,open
,,,opinion
,,,overhaul
,,,pachuca
,,,page
,,,particip
,,,pastur
,,,paulson
,,,perfect
,,,permiss
,,,perri
,,,perspect
,,,place
,,,plai
,,,plateau
,,,platform
,,,player
,,,point
,,,portland
,,,pose
,,,post
,,,potenti
,,,preced
,,,present
,,,press
,,,preview
,,,price
,,,process
,,,progress
,,,propos
,,,prospect
,,,prove
,,,provid
,,,qualifi
,,,qualiti
,,,question
,,,quit
,,,reach
,,,reason
,,,recognis
,,,reflect
,,,reluct
,,,renown
,,,report
,,,repres
,,,respect
,,,right
,,,rodger
,,,sai
,,,sale
,,,scotland
,,,scottish
,,,season
,,,seek
,,,seen
,,,sell
,,,sens
,,,seri
,,,set
,,,sharpen
,,,shop
,,,similar
,,,snap
,,,soccer
,,,spot
,,,squad
,,,stagnat
,,,stand
,,,star
,,,step
,,,stepup
,,,suitor
,,,suppos
,,,sure
,,,take
,,,talent
,,,team
,,,test
,,,thank
,,,theyd
,,,thing
,,,think
,,,timber
,,,time
,,,titl
,,,toptier
,,,trajectori
,,,transcend
,,,true
,,,truli
,,,turn
,,,understand
,,,undoubt
,,,upward
,,,valu
,,,valuat
,,,void
,,,wai
,,,wane
,,,want
,,,water
,,,wed
,,,week
,,,what
,,,wider
,,,win
,,,window
,,,worth
,,,year
,,,yearold
,,,your
,,,youv
,,,zone
,,,
