docID,"life and style","television & radio","life and style",environment,"life and style","television & radio",technology,music,"life and style",environment,film,"life and style",music,environment,"life and style",music,"television & radio","television & radio",music,"life and style",film,music,film,"television & radio","life and style","life and style",environment,film,"television & radio",film,music,film,environment,film,"life and style",film,film,film,music,"television & radio",technology,"life and style","life and style",technology,music,"television & radio",environment,music,"life and style",music,"life and style","life and style","television & radio",technology,environment,"life and style","television & radio","life and style",music,technology,environment,film,environment,environment,music,"life and style","life and style",technology,"life and style",environment,"television & radio",technology,music,environment,technology,environment,technology,"life and style",music,environment,technology,environment,environment,film,"life and style",technology,film,film
film,0.035086689209655,0.094678207440857,0.042440421290497,0.018146599229735,0.029762447730576,0.070160138435079,0.031855309983366,0.051545525622879,0.056743088092237,0.022422506585947,1,0.055085836922188,0.083791706228263,0.031966419717989,0.042043984886081,0.033894875000748,0.093746314837288,0.070678898621621,0.034100978965216,0.03112701697651,0.075224112792008,0.069840167371264,0.10527217448876,0.10006425789933,0.10094720742145,0.084293265649387,0.017354562138185,0.062306303113071,0.042351943514563,0.14120406647604,0.075384449624563,0.10556669701462,0.021415723582828,0.10660645820797,0.043570023859132,0.033808236690107,0.090116331963987,0.15603531585322,0.026040434724996,0.10772681656337,0.046499912334742,0.038705830041982,0.02889592994593,0.0099488776764669,0.083758197598257,0.04995621340207,0.031271161089748,0.045525032457167,0.030979565639619,0.057392038239977,0.028387641152811,0.088220686127734,0.17000110073912,0.021275173742299,0.028363104632687,0.094560755839394,0.041527620185473,0.042313684466753,0.039684431810073,0.03495893768581,0.042021551884936,0.096668995767711,0.034942131891525,0.072669427259597,0.045114837404262,0.027579015565358,0.0056158059619362,0.02974790847616,0.037707908640089,0.03106197103754,0.15329537221899,0.033476643169445,0.032464734252833,0.01902477534998,0.07318697885955,0.031066097450808,0.020749403229848,0.06417906445436,0.069840167371264,0.019906378657756,0.036564161487833,0.027192767291345,0.023195899014184,0.08587198844807,0.026003824516792,0.032869106812242,0.061398579775908,0.093102639491045
"life and style",0.012911620879106,0.017991835215146,0.029530623751499,0.0081670676350115,0.022590033927566,0.022891095765068,0.0065102792826519,0.059257098521461,0.013647220820466,0.0097753030476342,0.055085836922188,1,0.034108435039733,0.029067116122404,0.02105762486574,0.014493159913727,0.028377076347246,0.041355568347865,0.018434342039904,0.050023252666237,0.034197361625316,0.033568042743232,0.0066147149803815,0.019999704403721,0.027547001046721,0.036802687391185,0.037357873568557,0.015608963680404,0.018179902936529,0.029520362380291,0.03047845353241,0.022058241456087,0.012091840721952,0.0093568423418594,0.024191053116824,0.0065512544845735,0.02749239742816,0.03930547870421,0.0050291081926826,0.032450074139842,0.013119857743251,0.016097051666631,0.01506410318975,0.0048973326950446,0.0339273148781,0.0067405398916808,0.015815224197521,0.019044485260503,0.021243889618895,0.011167289446504,0.012282205317965,0.037792887796833,0.028712010502105,0.017185893581007,0.015579732517953,0.030250743342419,0.0066565396237431,0.026747426753795,0.0043854306105648,0.028296272042461,0.017500924400452,0.012545185912904,0.016372889594608,0.038543627943331,0.024572948787802,0.016439889993198,0.00086520254818989,0.010321835216009,0.006802680033114,0.015709427435896,0.026703787988634,0.021348252127014,0.005926327597055,0.0078377358662056,0.039043381722874,0.0096013188705692,0.0080263266423556,0.036736629069292,0.033568042743232,0.0095734322026635,0.0096750093523758,0.020765514612836,0.007812360158978,0.022585600323429,0.026353154055382,0.022337969900135,0.022544856002686,0.029970031096375
music,0.025504687688649,0.027936810072617,0.025070985815143,0.0079423873092816,0.018750237561102,0.073101226480256,0.021141083752802,0.077307867230305,0.021865114732719,0.0096885041294967,0.083791706228263,0.034108435039733,1,0.015484810800128,0.016806926265495,0.035564309882659,0.042475408191396,0.025024069625293,0.027185396842682,0.016617019707439,0.041206213747365,0.10771234939463,0.017959446884034,0.034819952924611,0.034621846176336,0.031103859327527,0.013181703133639,0.031182797178534,0.082213943956628,0.034065872837403,0.046933503034544,0.035908038773947,0.0097218660855193,0.033143047042864,0.017651779586324,0.0065964350545239,0.042657135990088,0.070004124923489,0.03618377767348,0.037218264180383,0.021016449304801,0.024986774559417,0.018022936384419,0.0078155082178867,0.99996619431651,0.020473382433222,0.033025197749127,0.033601178438555,0.026172066684527,0.072049637343416,0.011995315744798,0.038463499068478,0.049285338751494,0.014814769408336,0.014979194049342,0.032075705044393,0.011828627776317,0.026105670111135,0.018700118158914,0.029211075840999,0.023531991856962,0.028812711366838,0.01575761687172,0.030262774924564,0.071417926973233,0.018052821397686,0.0096046063269019,0.020041510536933,0.017122388725044,0.032804273977814,0.04586404913537,0.014320178463957,0.077375397321105,0.014839640899162,0.031466097247049,0.01539269926964,0.0071715448553889,0.04443746653588,0.10771234939463,0.013299516991303,0.017669895902184,0.021828839544218,0.0077041569882554,0.024714006687417,0.022701199880868,0.020506184373651,0.034344322295723,0.037765282280466
environment,0.015615002906313,0.011485760396344,0.016565556982575,0.012273323992954,0.017856343491313,0.013142891762026,0.0057942510479462,0.011861357851007,0.009073360481224,0.057060530425372,0.031966419717989,0.029067116122404,0.015484810800128,1,0.0088154879471622,0.0071131230261617,0.030504539836527,0.0067671350619188,0.015425204878138,0.015075885257802,0.012081002342677,0.064220620675347,0.017441765634556,0.018100586167142,0.013211107854101,0.027354080348613,0.037623902629779,0.027430421849013,0.0067754414184142,0.018073606385166,0.013634797413644,0.017113884498279,0.030258011578391,0.0055408820494574,0.015189953536955,0,0.012553694466488,0.026445731000762,0.0023941680487957,0.088292386842049,0.019577916121967,0.0073581308457077,0.0054807691710984,0.0075016228117406,0.015486381542598,0.012999958528341,0.028710684895678,0.0081499103042944,0.0058178724520827,0.0099007340818348,0.0048248899256415,0.0096353718794099,0.0089067639307426,0.0087057134933519,0.022832699733756,0.018221110228704,0.0048167141927197,0.06732071185289,0.0035552335413379,0.0077958939098693,0.080408996882353,0.015267364384748,0.06886011935205,0.032921145927553,0.01459627692891,0.010361871412375,0.0040891754638809,0.0089172435564537,0.0056349441870162,0.028518623281624,0.014208938318534,0.019684030040381,0.0061992878259711,0.030552535026187,0.015801723051199,0.022266880925674,0.0036922686428803,0.011640059555266,0.064220620675347,0.040667106265432,0.013846595787749,0.0061189692556735,0.048400007552159,0.011631957612879,0.010652233232848,0.0093920752098513,0.010182985273117,0.011073428084324
"life and style",0.047446691838958,0.017068031827796,0.034673223587888,0.0093269798124942,0.032641058615978,0.014200114039265,0.0094881419269498,0.015016739667017,0.0085166222998606,0.015358741925315,0.042043984886081,0.02105762486574,0.016806926265495,0.0088154879471622,1,0.020625443901379,0.015816537550786,0.019100874015472,0.024308988511128,0.030400398857531,0.021839037127856,0.020052055311531,0.020073720353652,0.029114706569356,0.016210754280743,0.053425703203877,0.011359540596861,0.018502435128864,0.0095578806491896,0.02518281648536,0.014865171876812,0.016672286794425,0.0092787968467147,0.012238734431893,0.01165227301519,0.0054423600154219,0.029245987837372,0.023267718236531,0.006006929098895,0.018384042042629,0.010715209779784,0.01370702766355,0.022632752195034,0.020463609256223,0.016808631120222,0.0042144024047711,0.03130894963065,0.012264884350242,0.0091701633747304,0.012913649468596,0.033373099141866,0.027162192487423,0.022215332956803,0.02953857504154,0.01307252745685,0.080971894196189,0.016099896773729,0.022935346739306,0.027055546440188,0.015788576558662,0.0042014780373951,0.015572226947853,0.015463337951721,0.019258769341767,0.029091296596463,0.019075802262158,0.0094052686000926,0.025958350969817,0.014604144071632,0.031099506790041,0.028677748718368,0.015748085172897,0.023530494310887,0.0090400493825337,0.027044728897654,0.01331622892749,0.016173136969343,0.019886922226042,0.020052055311531,0.012731006773137,0.027889061319362,0.014370780566924,0.0065298592132815,0.017029633355762,0.027494623657873,0.04538319755427,0.020116593174913,0.015439016220212
music,0.015886253763937,0.012480826171742,0.011123578009955,0.017747797457543,0.0059754069287673,0.026550698137975,0.021829344980718,0.016418246785469,0.038942363764852,0.0064432275957624,0.033894875000748,0.014493159913727,0.035564309882659,0.0071131230261617,0.020625443901379,1,0.013026778904636,0.0066287849576745,0.013660904224417,0.015798755978667,0.019762470641683,0.049390483273242,0.020697007377652,0.028608149901715,0.047701368864142,0.021053634021597,0.0049589923745167,0.019601490993065,0.0069596771168763,0.016827156134681,0.02938212330296,0.01219917623173,0.0033797623218385,0.023461846279614,0.0027150354353621,0.0040876340806913,0.017651830488476,0.026363389243507,0.04531587035523,0.013449994447856,0.024207677918837,0.011666277677648,0.014233820418537,0.0086155406949807,0.035567917441879,0.0065287911256705,0.0092049055497695,0.01162957314394,0.009479669762234,0.037119423038938,0.0052005031957562,0.021594375606703,0.012985711316646,0.0053033966140414,0.010447044074479,0.023908547913213,0.010578347044516,0.015505373903494,0.025441515670353,0.0044337129742245,0.0053489849439873,0.020287131453213,0.005637161819223,0.014133869727354,0.010036395689837,0.007058788256231,0.0041472748379728,0.019625660711565,0.0064229849488055,0.0091433288572062,0.027608599834063,0.022949009955724,0.012744889573977,0.017874751525622,0.057427184133065,0.0077523607274666,0.0074435484238941,0.011850626912727,0.049390483273242,0.0042368386549364,0.012319189665431,0.012141393415266,0.004941043262856,0.028154480201669,0.0084289695776897,0.0081936755665604,0.014668676119654,0.019011257916939
"television & radio",0.025888439683442,0.040521468208234,0.026374183180804,0.017173142003357,0.022785152627831,0.04976204450185,0.029171574487278,0.028341600790528,0.021356762534644,0.010767969980581,0.093746314837288,0.028377076347246,0.042475408191396,0.030504539836527,0.015816537550786,0.013026778904636,1,0.034406437345674,0.011429147818232,0.035096512804084,0.040771184204399,0.044140712421338,0.018103081635531,0.061965212735663,0.039459588099225,0.030555105565446,0.023974443701306,0.02494124607755,0.037098291437805,0.039597288608372,0.040679206640762,0.074260304333931,0.014180830444698,0.042666254589933,0.028101205034002,0.020216752864904,0.030829191810319,0.075457408920747,0.011480701011783,0.041313618921583,0.024400026262893,0.032155966653807,0.032321077950388,0.0070115202566928,0.042479716796032,0.042700759958013,0.021379582436785,0.026959447460071,0.021189276420159,0.018192156985834,0.022502689568423,0.035192379285871,0.083637397012432,0.031736733583868,0.019187168293413,0.053072737716214,0.022150522572812,0.033977994520669,0.026483882280517,0.030974420561324,0.017510675088603,0.06876049096946,0.026689466452994,0.059090894401076,0.043824459450323,0.021038108843686,0.0096449462499433,0.046286578140675,0.01751436981401,0.02123656261244,0.094473578914298,0.035405929428444,0.023728295069641,0.0071641382060965,0.064861493823117,0.021305417964252,0.015913959585487,0.035738737706765,0.044140712421338,0.012139707882356,0.027984443233908,0.025774565371046,0.016386226077365,0.024217396485497,0.02347499165852,0.044850870275516,0.033527713208224,0.083824304864123
"television & radio",0.0097076367469064,0.035431110403164,0.011533977654275,0.0092827454390979,0.011348944077498,0.021823784612148,0.013154130241219,0.018368097343144,0.026350225680536,0.0079950224366657,0.070678898621621,0.041355568347865,0.025024069625293,0.0067671350619188,0.019100874015472,0.0066287849576745,0.034406437345674,1,0.018733103794258,0.011909409846855,0.013343870102138,0.023787593562831,0.033905358287798,0.026234154579251,0.030436071214425,0.017582777297871,0.0077935732099129,0.02495068809103,0.028894971341609,0.025275437065686,0.018891463963726,0.039045918105113,0.0085106128748238,0.018839923189935,0.016953796649923,0.0090570650137632,0.027340014283746,0.056069715033835,0.010200582505982,0.023798364183388,0.01169215976976,0.0057826560676454,0.022212387618373,0.0040636790560032,0.025026608007548,0.03079806666347,0.013948896659217,0.012263159399822,0.0073639077172871,0.017012645127452,0.0089043761599152,0.028585406806178,0.054668259568849,0.0086245452383678,0.020830125782624,0.028640833209785,0.010628327532172,0.029104018578141,0.005621975642515,0.0094823083328849,0.014912832965518,0.025451790543799,0.019029015613422,0.037213103472419,0.060028360149242,0.015899957644783,0.00011723817613826,0.021191298354382,0.0097047627484196,0.01385558479235,0.041165100593242,0.018725372764019,0.015598021255678,0.019081398966618,0.021060382271673,0.013907341605716,0.0091442596637351,0.026519830602458,0.023787593562831,0.0072191094520536,0.017193088287387,0.0098276697922901,0.0090923539566064,0.017532236815663,0.010054541452972,0.022203953834664,0.021256616239809,0.037042456165028
music,0.023777933714466,0.014276054446999,0.0040885166118202,0.0039193715771675,0.010343414160792,0.025409543740645,0.013987746648061,0.0059521548772999,0.019713558025403,0.0097568649539654,0.034100978965216,0.018434342039904,0.027185396842682,0.015425204878138,0.024308988511128,0.013660904224417,0.011429147818232,0.018733103794258,1,0.015708931186226,0.023113953386386,0.019439289471733,0.011874167723015,0.010352405267333,0.013142351438816,0.010888442042526,0.055153149707852,0.011237485144844,0.016369622918822,0.022872338828947,0.012838376720022,0.011909002625796,0.0010757437155991,0.0041180860489461,0.0018604251701345,0,0.011428326451421,0.021109747747753,0.0036944716818225,0.0139066741972,0.019184025313787,0.08096337274695,0.01791682397554,0.00072401503934608,0.027188154464842,0.043789085642457,0.003100512495089,0.028161448299464,0.006893629082432,0.02648889810718,0.0062472707188294,0.026113718460591,0.020246698932166,0.00097519836565155,0.002507284931962,0.020493277868376,0.021622185222386,0.048049370833361,0.0019431101613692,0.0082451089580409,0.0084807505594424,0.0013914143491467,0.0054953194974112,0.024466843359258,0.0091494887902263,0.009664708026252,0.0027378071642982,0.0068789134602412,0.010082539839051,0.0030797714561217,0.021768481815082,0.02186522909885,0.0051542421677457,0.0064509269523443,0.03448371054165,0.026458762115494,0.096626715232416,0.019564846815665,0.019439289471733,0.014827476028022,0.040986195479149,0.01014835617133,0.0056874098582951,0.02568850976867,0.011059760472594,0.005949554654721,0.069055134317601,0.0067802954331276
"life and style",0.028127276410481,0.02136876659725,0.044095490962721,0.021058140960305,0.0264737321152,0.02168174822728,0.013235083264562,0.029371012762454,0.022077374473951,0.010300068804795,0.03112701697651,0.050023252666237,0.016617019707439,0.015075885257802,0.030400398857531,0.015798755978667,0.035096512804084,0.011909409846855,0.015708931186226,1,0.01623135494651,0.020264829441199,0.016334779588496,0.017599133463147,0.014930021498681,0.025106878165564,0.0083597520510083,0.023887341775307,0.016419142283739,0.027337486127418,0.017715826235122,0.024975835338858,0.027621376236426,0.0059985370174896,0.022139369453898,0.0036698144438014,0.047626480893533,0.031797159861839,0.0040098230609306,0.013624562452255,0.015515208809573,0.02539793092351,0.012327844044525,0.013493860073475,0.016449943063955,0.0070557546884212,0.027662265635204,0.02009764037858,0.016861753774704,0.013715019988787,0.094658031771611,0.022650138456769,0.023292952503245,0.014711484279986,0.0066943173751397,0.02315413823985,0.0074492573714317,0.031196505847295,0.010469681151676,0.032478800521167,0.011875153182568,0.037831649957401,0.0133820990268,0.028464242124935,0.018164034121187,0.021294188211849,0.0024504733630592,0.062567499154934,0.022080298611554,0.02747721747611,0.031594747607918,0.015027904696721,0.020064539502481,0.013677082862977,0.033442408873843,0.012452292593001,0.01327224589274,0.02048366243726,0.020264829441199,0.017900098224071,0.018966367744563,0.014693064289322,0.021697775575589,0.011569079980425,0.012469149547501,0.034217225761131,0.012116825979235,0.018893653360607
film,0.052633369551441,0.03024362730347,0.025857160116568,0.0075616544177257,0.016617609630524,0.029215687295854,0.011785553311962,0.013667486018649,0.011061127103606,0.0089019096075646,0.075224112792008,0.034197361625316,0.041206213747365,0.012081002342677,0.021839037127856,0.019762470641683,0.040771184204399,0.013343870102138,0.023113953386386,0.01623135494651,1,0.030837530654859,0.043389705265689,0.03546299901475,0.020861479747674,0.039992219928189,0.015811852058588,0.035068194194317,0.01796477561191,0.045945635891374,0.024199170245138,0.04436706123078,0.0070442481509057,0.056114373036585,0.0512256187169,0.047379354432672,0.04094295145346,0.15431109943472,0.030907803880691,0.024889524691039,0.027264363455114,0.026608012892244,0.011777298005026,0.0055163383045576,0.041210393607928,0.022035175481072,0.014215922868426,0.017803294980366,0.029249108404371,0.0086370463953988,0.0065437480747544,0.0099316086320422,0.011722414936269,0.012790232609617,0.010983787073396,0.040573234799655,0.018937805867476,0.0092285248876676,0.019541900205559,0.02358124168432,0.013801552091957,0.08267146463358,0.0056892315584497,0.016847551240815,0.018978821948059,0.010878480758339,0.012859832017006,0.0076241530809935,0.01008782246133,0.014120824715899,0.051647262445696,0.023066578795399,0.023257303152723,0.019837771665844,0.019166054456328,0.0083814739477369,0.013784156967356,0.018104666771185,0.030837530654859,0.038097380516758,0.025019198331121,0.015935785605607,0.010352058363858,0.049830758693037,0.018791732355111,0.018711900262904,0.033736722932612,0.05830952704026
music,0.035642938691025,0.02757363064252,0.024776434718566,0.011785306125745,0.021896719706557,0.07464713405683,0.012411563697436,0.059774956940643,0.023788969267648,0.0079021814112997,0.069840167371264,0.033568042743232,0.10771234939464,0.064220620675347,0.020052055311531,0.049390483273242,0.044140712421338,0.023787593562831,0.019439289471733,0.020264829441199,0.030837530654859,1,0.010653130595732,0.036207034041523,0.037369493297767,0.03278860901669,0.017709742546177,0.0080785679250486,0.024984708586628,0.036650383358346,0.038712043289259,0.033263622489506,0.012355265660572,0.015254225058149,0.023875793191025,0.0078019106367024,0.033507895015449,0.038569035475618,0.046239337674393,0.032892468217056,0.0253733751377,0.01547734278485,0.012117041468948,0.014379113167729,0.1075286379473,0.013254049367254,0.036106390409857,0.032766367739325,0.023731001336841,0.057928587085572,0.050040185819318,0.040753490299698,0.056279998958595,0.018372629088362,0.010321482213352,0.031050411612907,0.013391188779814,0.022294012328958,0.043147156879476,0.018898612695094,0.011639084262092,0.027506881102711,0.021217750012247,0.028610434699954,0.057506648392213,0.017583856710156,0.0051891884854009,0.012801192872741,0.014468425297541,0.035864854840609,0.052365170994083,0.021501794382866,0.081985188725927,0.010855620519425,0.048557981673807,0.013064505674062,0.023825214566561,0.034123721461626,1,0.0074989859383138,0.020248489927005,0.024708646356776,0.0046174917970317,0.024791806396632,0.012686091984784,0.021877489375129,0.022772820488875,0.038735525885289
film,0.014902901614641,0.021715821716911,0.0044058494651188,0.012104386983455,0.014373439140598,0.021287208045145,0.0097591379030585,0.020191946253041,0.021805209390004,0.0083413609514436,0.10527217448876,0.0066147149803815,0.017959446884034,0.017441765634556,0.020073720353652,0.020697007377652,0.018103081635531,0.033905358287798,0.011874167723015,0.016334779588496,0.043389705265689,0.010653130595732,1,0.025845295902115,0.038645197099275,0.0091998504130251,0.011033867235286,0.01256768504886,0.0070605431024765,0.044647862626975,0.017949179187183,0.035063364172936,0.0028500844338941,0.043511123419786,0.017540191422849,0.0090227736848689,0.038307038353467,0.05870810834103,0.017496678752256,0.021007801413845,0.010230432279201,0.016351695553672,0.010144184726172,0.0080766058764086,0.017961268647718,0.0063884300470716,0.0094129025974059,0.0087943695122887,0.0039661955299241,0.0079537902568558,0.0039203183891334,0.016432609246446,0.032135718682487,0.010215949465922,0.0032522517673841,0.018374640729518,0.0038180861510732,0.009699985301824,0.020918767310426,0.0094241470540355,0.014053696042083,0.042774987260936,0.015886208099688,0.017629976947001,0.01542774462685,0.01090918629038,0.0010400172918733,0.010288826775577,0.0082479260579483,0.013549902821718,0.044982734845734,0.074154967629114,0.0081241193251483,0.018637823208528,0.015097992669177,0.018582128752686,0.009388058867643,0.0066143036329829,0.010653130595732,0.0073649096197987,0.0089053140785816,0.015539977134355,0.0094357330509501,0.030025059028188,0.016955155980178,0.018393846212919,0.10243648555565,0.062028363532397
"television & radio",0.013518831477222,0.038945542252887,0.041184129886152,0.011207415626835,0.014957104618397,0.088978282584413,0.01814472634752,0.024835254248394,0.032370568644057,0.027460266636353,0.10006425789933,0.019999704403721,0.034819952924611,0.018100586167142,0.029114706569356,0.028608149901715,0.061965212735663,0.026234154579251,0.010352405267333,0.017599133463147,0.03546299901475,0.036207034041523,0.025845295902115,1,0.042198993192271,0.041615181111196,0.016597501214671,0.029512501540166,0.019931635444832,0.035425208676113,0.043824072731284,0.061966607648581,0.010350039647687,0.030871755035843,0.013236634241037,0.016207360148648,0.022493835365218,0.069179135630308,0.015465586719519,0.036901230014605,0.030384418822653,0.030478875074024,0.018406677928019,0.0088715497145828,0.034823484978027,0.04963364867997,0.017025401730294,0.021251577107653,0.010006970434393,0.033976889683314,0.02132251519128,0.037787098976466,0.052495398239675,0.012224108982472,0.0078075959044391,0.041910905896683,0.029806189602225,0.024760760901221,0.025999119367805,0.019610270937041,0.021066753809111,0.045836645187248,0.013658172657046,0.050839151980579,0.047976668935135,0.015482183961774,0.0042086164046961,0.014511712410278,0.026947557538454,0.016911509423366,0.092549460314954,0.025105316855043,0.022061426788531,0.009744980857232,0.08211138757275,0.022266099356141,0.014244334270544,0.037253539294144,0.036207034041523,0.013039974821653,0.023625553755365,0.025533309013833,0.0076906080103402,0.041815958847447,0.023073210110516,0.029582756299166,0.028939768164838,0.048429104476122
"life and style",0.035359352094645,0.055681159758622,0.026631792226674,0.021153218049606,0.025223033266093,0.047790670786821,0.031697650332734,0.026376970411739,0.034444560643769,0.012962751043927,0.10094720742145,0.027547001046721,0.034621846176336,0.013211107854101,0.016210754280743,0.047701368864142,0.039459588099225,0.030436071214425,0.013142351438816,0.014930021498681,0.020861479747674,0.037369493297767,0.038645197099275,0.042198993192271,1,0.041265044334038,0.0096898720089308,0.042605343454462,0.024289692267677,0.044293923617607,0.039672492745836,0.048931414665369,0.0080635731839126,0.04454951884743,0.015799536113692,0.0087141192730895,0.052589707594461,0.04855926270993,0.014955049094134,0.030531978816493,0.027099947664778,0.016594492910851,0.054964016095591,0.0060338034530095,0.034625358134274,0.016801003625691,0.013471459147341,0.016154324721409,0.037187716422805,0.023137365354124,0.027195770622878,0.039314940844887,0.047789616672239,0.019075076745844,0.025866621550188,0.052612981148515,0.016256203485403,0.042303291160852,0.025234701266226,0.01589548493032,0.015553151168197,0.034227355731449,0.023742660555852,0.03308346633243,0.032654390150991,0.030808757104008,0.00407570265705,0.026950202364337,0.028203387922318,0.013381341123445,0.054619069572303,0.030329487243682,0.023393969844582,0.0099222128434196,0.098851069377922,0.025967140414378,0.021357487722922,0.036086526109747,0.037369493297767,0.01530640532172,0.010896446976056,0.025902733018739,0.0096746315045134,0.03449788702476,0.031870896080108,0.029055729469186,0.039529422462837,0.084529267411039
"life and style",0.14671657447076,0.029108102158703,0.033597460371986,0.01031128653268,0.042630737915503,0.032580267968806,0.027639971609725,0.020774873936721,0.019292413282055,0.0087055760631661,0.084293265649387,0.036802687391185,0.031103859327527,0.027354080348613,0.053425703203877,0.021053634021597,0.030555105565446,0.017582777297871,0.010888442042526,0.025106878165564,0.039992219928189,0.03278860901669,0.0091998504130251,0.041615181111196,0.041265044334038,1,0.015028552691219,0.021701683339965,0.022238680391604,0.032331563867638,0.038791756102639,0.045235318332446,0.012832363664444,0.012163147008039,0.0095606658392815,0.0046604995988386,0.023555407498782,0.037909078193457,0.022772223958715,0.043711400920129,0.057362462397952,0.035175908152918,0.055870690417476,0.012057426771573,0.031107014429225,0.059516310957391,0.013166016437696,0.037732205505574,0.057198430811031,0.015090874490881,0.015648181152566,0.052536300269266,0.050971483357101,0.031879722398128,0.066468287580684,0.11922746776211,0.016560813697428,0.078192961590395,0.017115799409569,0.03631429783764,0.0085871393123938,0.033217171045502,0.019707937667825,0.035663406751486,0.020707881706776,0.0409980216957,0.00019452312448526,0.015879477136677,0.020574771709726,0.01307794168863,0.049145793407816,0.045338748273696,0.01857205874532,0.0064621994955778,0.042305595595276,0.031020227306863,0.01848005447403,0.047883031945203,0.03278860901669,0.0087903691793119,0.010886419707335,0.027214435043582,0.015728640380897,0.035531887842246,0.014975772772942,0.016841085183486,0.02359692390358,0.037179713215818
environment,0.015871735860806,0.010789168105651,0.018705539443853,0.0067775017384438,0.019709494430673,0.013287062470905,0.0045213786894971,0.0054364399546683,0.0088794895788813,0.020448785137926,0.017354562138185,0.037357873568557,0.013181703133639,0.037623902629779,0.011359540596861,0.0049589923745167,0.023974443701306,0.0077935732099129,0.055153149707852,0.0083597520510083,0.015811852058588,0.017709742546177,0.011033867235286,0.016597501214671,0.0096898720089308,0.015028552691219,1,0.00026681064950248,0.0076071847438,0.022744142261665,0.004710931030539,0.010714504588042,0.064168088866787,0.012602017421789,0.028854913559141,0.0032500252196857,0.014841774642204,0.012853177195786,0.0049765311850681,0.010840140766712,0.007877899053036,0.048976553388809,0.010735503985699,0.004283788088441,0.013183040254332,0.0077024740336528,0.010506719457395,0.011441573404933,0.0023154749120011,0.0045228360352663,0.0071309154924656,0.012456134055973,0.02115829393418,0.039627132514737,0.026207999486655,0.027403387175852,0.0035701342647823,0.0099604376303502,0.0011664838936575,0.012116171573648,0.0043792568870474,0.017481827649932,0.011702690814693,0.10980777846434,0.018210148934188,0.0070941839512342,0.0024500951033895,0.010894691820888,0.0058525930935419,0.010436434213252,0.011295058187574,0.024809500367803,0.014300650731586,0.031799227420428,0.021341380747002,0.053843038900323,0.042189113805746,0.01515847519832,0.017709742546177,0.040079423769479,0.021988447195885,0.012275814796601,0.045502281146549,0.010368700129963,0.015121962608837,0.01648356712285,0.0082086747995096,0.013173971968396
film,0.015952277356404,0.059999493229316,0.014421457621131,0.0063616475738883,0.0091615164807922,0.027403080653279,0.012814556865431,0.019721207629337,0.007524483314039,0.0095767632500683,0.062306303113071,0.015608963680404,0.031182797178534,0.027430421849013,0.018502435128864,0.019601490993065,0.02494124607755,0.02495068809103,0.011237485144844,0.023887341775307,0.035068194194317,0.0080785679250486,0.01256768504886,0.029512501540166,0.042605343454462,0.021701683339965,0.00026681064950248,1,0.0061902606627049,0.044357532407868,0.023206330387582,0.055672497640566,0.0096231299487022,0.046263905244921,0.0051868684739792,0.004859733753463,0.02133997339221,0.046213031475168,0.01193891867482,0.0096436007554786,0.012588063975551,0.0058968188815557,0.013933404319055,0.0020907809759836,0.0311859602875,0.021028675858125,0.0080279446574521,0.010993901704586,0.0056328488984715,0.027472584253945,0.0061193808173097,0.036133731235026,0.050276036942245,0.006513835557732,0.02205737156443,0.027519943628286,0.011698322345239,0.042275704591574,0.014124311494422,0.0123115263592,0.012148252174417,0.021494479791732,0.0099486275526117,0.017494823852428,0.01369541317556,0.0064556765387287,0,0.057067920295414,0.010075428186076,0.007974241305754,0.035229867969925,0.014579389615512,0.018813162677065,0.0095718730202763,0.019656830805527,0.0057713063818857,0.022769775710951,0.015704690657797,0.0080785679250486,0.015714460678945,0.020001508000926,0.009930990924677,0.010810459967416,0.031261716790132,0.0079320711528762,0.011170145889046,0.016899125711674,0.023932097531362
"television & radio",0.0055345033575905,0.014854303475843,0.02894990358212,0.015719164748994,0.019287051225444,0.022155803433893,0.0078118154753691,0.027949098779806,0.011613299157911,0.0045732987620028,0.042351943514563,0.018179902936529,0.082213943956628,0.0067754414184142,0.0095578806491896,0.0069596771168763,0.037098291437805,0.028894971341609,0.016369622918822,0.016419142283739,0.01796477561191,0.024984708586628,0.0070605431024765,0.019931635444832,0.024289692267677,0.022238680391604,0.0076071847438,0.0061902606627049,1,0.023184693723076,0.016160564680024,0.020602493001904,0.012943740917398,0.0087388101976176,0.022992739384314,0.016806792320092,0.02259879575326,0.061403248188729,0.0072534656401281,0.016045627371081,0.036819181094295,0.010208455322114,0.0074554375791808,0.0023339409685826,0.082222283544054,0.023787770383871,0.021317899296004,0.013612099604125,0.0073422587125441,0.027595260570381,0.020338646127622,0.010710427142731,0.018570597015593,0.016952709541256,0.025778632906519,0.030980739602075,0.01430062048745,0.01000444539467,0.0087698266853455,0.026312266095798,0.027790740802289,0.011940488987726,0.018222487850306,0.029841638492519,0.01319433145074,0.010103142991705,0.01134591037916,0.018346282128647,0.013214930919835,0.021175292104225,0.024602980227438,0.012967992579382,0.01162856528444,0.010618784216446,0.025524098575679,0.013802204194468,0.030312646196147,0.019526225260993,0.024984708586628,0.0079737812785802,0.036126995097287,0.021787101423071,0.0083142537433799,0.017729603442244,0.032726884838786,0.016480197580949,0.0041494289436876,0.02263997100968
